Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Bike Cadence,Max Bike Cadence,Training Stress Score®,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2015-02-22 19:23:00,false,"Untitled","6.07","463","00:33:27","161","179","3.7","--","--","5:31","3:40","11","12","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2015-02-20 18:37:39,false,"Untitled","6.14","488","00:36:01","161","182","3.8","--","--","5:52","3:37","--","18","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2015-02-18 20:22:48,false,"Untitled","6.64","489","00:35:58","166","176","4.5","--","--","5:25","3:30","--","6","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2015-02-15 18:16:45,false,"Untitled","6.01","364","00:31:24","165","180","5.0","--","--","5:13","3:35","--","8","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Pool Swimming,2015-02-10 07:52:54,false,"Untitled","2,000","723","00:43:46","--","--","--","--","--","2:11","1:38","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","849","43","19","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2015-01-31 15:23:03,false,"Poznań Biegi","5.02","402","00:26:54","175","181","5.0","--","--","5:22","3:48","10","24","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2015-01-10 11:19:08,false,"Doha biegi","15.01","1,429","01:27:40","170","178","5.0","--","--","5:51","3:49","6","6","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Pool Swimming,2014-12-27 20:27:15,false,"Untitled","1,000","239","00:20:59","--","--","--","--","--","2:06","1:39","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","437","85","21","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2014-12-08 20:09:09,false,"Untitled","6.42","553","00:36:30","167","182","5.0","--","--","5:41","3:48","2","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2014-10-26 12:54:19,false,"po przerwie (puma)","6.48","557","00:40:40","169","181","5.0","--","--","6:17","1:48","53","10","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-10-05 11:41:52,false,"Untitled","40.40","1,126","02:19:41","--","--","--","--","--","17.4","38.3","143","145","0.00","0.0","0.0","60","118","0.0","0.0","0.0","8238","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-09-27 10:51:01,false,"Untitled","87.18","2,732","04:29:48","--","--","--","--","--","19.4","42.8","326","311","0.00","0.0","0.0","69","129","0.0","0.0","0.0","18532","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Street Running,2014-09-24 20:42:17,false,"doha corniche","5.80","--","00:35:00","--","--","--","--","--","6:04","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Treadmill Running,2014-09-22 20:44:20,false,"intercontinental doha","5.20","--","00:30:00","--","--","--","--","--","5:46","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-09-20 14:14:24,false,"Untitled","36.80","1,205","01:35:06","--","--","--","--","--","23.2","37.0","94","90","0.00","0.0","0.0","77","118","0.0","0.0","0.0","7293","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","84","106"
Cycling,2014-09-13 12:32:38,false,"Untitled","30.06","825","01:45:49","--","--","--","--","--","17.0","32.0","95","95","0.00","0.0","0.0","56","116","0.0","0.0","0.0","5787","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Pool Swimming,2014-09-12 21:15:42,false,"Untitled","2,550","633","00:53:33","--","--","--","--","--","2:06","1:34","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","1063","42","20","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-09-06 12:15:31,false,"Untitled","48.24","1,484","02:40:59","--","--","--","--","--","18.0","45.8","234","219","0.00","0.0","0.0","68","201","0.0","0.0","0.0","10909","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Wind/Kite Surfing,2014-08-21 19:50:54,false,"Untitled","3.52","262","00:32:15","--","--","--","--","--","6.6","12.2","33","34","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Pool Swimming,2014-08-08 21:37:10,false,"Untitled","2,600","1,076","00:58:43","--","--","--","--","--","2:15","1:32","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","1173","90","20","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Wind/Kite Surfing,2014-07-05 15:09:03,false,"Untitled","9.73","631","01:41:29","--","--","--","--","--","5.8","14.0","149","142","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-07-04 17:17:31,false,"Untitled","4.41","111","00:16:11","--","--","--","--","--","16.3","27.5","11","25","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-07-04 09:30:23,false,"Untitled","7.77","221","00:26:18","--","--","--","--","--","17.7","26.8","31","10","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2014-07-03 18:19:53,false,"Untitled","13.02","985","01:20:04","157","172","5.0","--","--","6:09","2:57","32","37","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-07-02 17:29:50,false,"Untitled","7.35","209","00:24:41","--","--","--","--","--","17.9","43.0","16","35","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-07-02 10:40:44,false,"Untitled","0.00","--","00:00:01.5","--","--","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-07-02 09:38:26,false,"Untitled","7.10","208","00:26:44","--","--","--","--","--","15.9","26.6","33","12","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-06-25 18:47:56,false,"Untitled","23.85","777","01:04:18","--","--","--","--","--","22.3","34.6","76","87","0.00","0.0","0.0","70","109","0.0","0.0","0.0","4446","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Mountain Biking,2014-06-23 11:05:48,false,"Untitled","24.21","985","01:42:26","--","--","--","--","--","14.2","50.7","430","428","0.00","0.0","0.0","57","130","0.0","0.0","0.0","5675","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Mountain Biking,2014-06-20 11:35:35,false,"Untitled","37.57","1,614","02:36:30","--","--","--","--","--","14.4","86.0","677","675","0.00","0.0","0.0","53","235","0.0","0.0","0.0","7725","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Mountain Biking,2014-06-19 11:42:17,false,"Untitled","24.50","1,062","01:51:46","--","--","--","--","--","13.2","55.9","525","512","0.00","0.0","0.0","55","117","0.0","0.0","0.0","5568","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Mountain Biking,2014-06-18 14:30:19,false,"Untitled","11.89","598","01:22:58","--","--","--","--","--","8.6","50.3","356","351","0.00","0.0","0.0","45","195","0.0","0.0","0.0","2559","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-06-09 18:20:09,false,"Untitled","11.38","303","00:36:01","--","--","--","--","--","19.0","32.8","12","33","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-06-09 08:47:30,false,"Untitled","7.81","231","00:25:11","--","--","--","--","--","18.6","31.5","29","10","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-06-07 12:50:42,false,"Untitled","57.44","1,838","02:58:01","--","--","--","--","--","19.4","41.0","281","266","0.00","0.0","0.0","61","130","0.0","0.0","0.0","10781","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-06-04 18:37:25,false,"Untitled","28.39","899","01:17:59","--","--","--","--","--","21.8","31.5","57","58","0.00","0.0","0.0","71","156","0.0","0.0","0.0","5532","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-05-26 18:11:50,false,"Untitled","9.80","271","00:32:20","--","--","--","--","--","18.2","30.9","17","31","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-05-26 09:06:29,false,"Untitled","7.87","225","00:27:08","--","--","--","--","--","17.4","27.9","30","8","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-05-25 15:56:51,false,"Untitled","63.23","1,933","03:24:52","--","--","--","--","--","18.5","43.1","213","216","0.00","0.0","0.0","66","120","0.0","0.0","0.0","13542","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-05-08 17:02:37,false,"Untitled","7.74","231","00:22:33","--","--","--","--","--","20.6","33.4","13","32","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-05-08 09:05:38,false,"Untitled","7.93","236","00:26:44","--","--","--","--","--","17.8","25.7","28","6","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-05-06 18:27:44,false,"Untitled","7.33","199","00:25:33","--","--","--","--","--","17.2","28.7","11","28","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-05-06 08:58:42,false,"Untitled","7.70","224","00:27:13","--","--","--","--","--","17.0","32.1","32","9","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-05-03 13:25:16,false,"Untitled","23.29","684","01:30:34","--","--","--","--","--","15.4","41.8","169","159","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-04-25 17:29:39,false,"Untitled","52.29","1,656","02:22:09","--","--","--","--","--","22.1","39.9","115","96","0.00","0.0","0.0","74","124","0.0","0.0","0.0","7750","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","54","117"
Cycling,2014-04-25 09:12:42,false,"Untitled","7.54","219","00:26:28","--","--","--","--","--","17.1","29.2","29","7","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-04-22 17:01:36,false,"Untitled","8.59","205","00:32:19","--","--","--","--","--","15.9","29.6","13","29","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-04-22 08:08:33,false,"Untitled","7.87","205","00:35:16","--","--","--","--","--","13.4","24.2","46","11","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cyclocross,2014-04-21 12:38:15,false,"Bez tytułu","71.25","2,380","03:18:21","--","--","--","--","--","21.6","45.1","235","224","0.00","0.0","0.0","71","113","0.0","0.0","0.0","14080","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Cycling,2014-04-17 18:35:30,false,"Untitled","27.84","870","01:12:45","--","--","--","--","--","23.0","37.2","76","61","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2014-04-01 19:04:28,false,"Untitled","12.03","1,308","01:13:11","155","161","5.0","--","--","6:05","2:43","38","2","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2014-03-30 18:57:02,false,"Untitled","8.03","698","00:45:21","161","171","4.6","--","--","5:39","3:51","2","4","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Pool Swimming,2014-03-23 17:03:34,false,"Untitled","2,550","641","00:53:45","--","--","--","--","--","2:06","1:34","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","1029","42","19","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2014-03-22 10:33:46,false,"Untitled","6.09","497","00:32:44","164","170","4.3","--","--","5:23","2:52","22","18","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2014-03-15 15:55:00,false,"Untitled","10.01","820","01:00:07","159","168","5.0","--","--","6:00","1:39","44","49","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Pool Swimming,2014-03-09 13:44:24,false,"Untitled","2,650","667","00:56:33","--","--","--","--","--","2:09","1:36","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","1169","87","21","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2014-03-08 13:29:37,false,"Untitled","11.44","912","01:07:59","160","174","5.0","--","--","5:57","3:59","85","26","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Pool Swimming,2014-03-03 18:43:03,false,"Untitled","2,550","641","00:54:07","--","--","--","--","--","2:07","1:30","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","1091","42","20","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Running,2014-03-02 12:01:08,false,"Untitled","7.21","603","00:40:48","166","172","5.0","--","--","5:40","3:53","14","15","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Other,2013-05-02 12:36:47,false,"Mierzyn* Bez kategorii","8.44","--","00:48:17","--","--","--","--","--","10.5","23.0","72","74","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
